date,venue,city,team1_id,team2_id,toss_winner_id,toss_decision,outcome,winner_id,win_margin,win_type,player_of_match
2014-05-11,M Chinnaswamy Stadium,Bangalore,17,6,17,bat,win,6,,,
2023-04-16,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,16,6,6,field,win,6,,,197
2019-04-27,Sawai Mansingh Stadium,Jaipur,8,6,6,field,win,6,,,257
2025-04-27,"Arun Jaitley Stadium, Delhi",Delhi,3,7,7,field,win,7,,,122
2018-05-13,Maharashtra Cricket Association Stadium,Pune,8,2,2,field,win,2,,,
2025-05-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,15,7,7,field,win,7,,,179
2019-04-02,Sawai Mansingh Stadium,Jaipur,17,6,6,field,win,6,,,141
2024-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,15,3,15,bat,win,3,,,36
2023-05-20,"Eden Gardens, Kolkata",Kolkata,15,,,field,win,15,,,123
2018-05-22,Wankhede Stadium,Mumbai,8,2,2,field,win,2,,,211
2024-04-03,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,,3,,bat,win,,,,88
2008-05-25,Eden Gardens,Kolkata,,13,13,bat,win,,,,
2014-04-30,Dubai International Cricket Stadium,Unknown,1,8,1,field,win,8,,,246
2013-04-18,Feroz Shah Kotla,Delhi,14,2,2,bat,win,2,,,
2015-04-12,Feroz Shah Kotla,Delhi,14,6,6,field,win,6,,,113
2019-03-25,Sawai Mansingh Stadium,Jaipur,13,6,6,field,win,13,,,
2011-04-13,"Punjab Cricket Association Stadium, Mohali",Chandigarh,13,2,13,field,win,13,,,
2023-04-12,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,6,2,2,field,win,6,,,189
2025-04-29,"Arun Jaitley Stadium, Delhi",Delhi,,3,3,field,win,,,,88
2023-04-27,"Sawai Mansingh Stadium, Jaipur",Jaipur,6,2,6,bat,win,6,,,198
2013-04-29,Sawai Mansingh Stadium,Jaipur,6,17,6,field,win,6,,,187
2015-05-07,Brabourne Stadium,Mumbai,6,8,6,field,win,8,,,
2023-04-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,8,15,8,bat,win,15,,,122
2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,3,6,6,field,win,3,,,81
2010-04-03,Brabourne Stadium,Mumbai,1,18,1,bat,win,1,,,
2023-05-05,"Sawai Mansingh Stadium, Jaipur",Jaipur,6,16,6,bat,win,16,,,64
2013-05-17,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,8,6,8,bat,win,8,,,118
2019-03-27,Eden Gardens,Kolkata,,13,13,field,win,,,,95
2022-04-11,"Dr DY Patil Sports Academy, Mumbai",Mumbai,16,8,8,field,win,8,,,76
2011-04-29,M Chinnaswamy Stadium,Bangalore,17,9,9,field,win,17,,,223
2008-05-25,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,18,17,18,bat,win,17,,,
2013-04-13,Wankhede Stadium,Mumbai,1,9,1,bat,win,1,,,151
2016-04-26,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,8,12,12,field,win,12,,,
2018-04-15,M.Chinnaswamy Stadium,Bengaluru,6,17,17,field,win,6,,,187
2022-05-05,"Brabourne Stadium, Mumbai",Mumbai,3,8,8,field,win,3,,,50
2015-05-01,Feroz Shah Kotla,Delhi,14,13,14,field,win,14,,,
2009-04-23,Newlands,Cape Town,,6,,field,tie,,,,
2019-05-01,MA Chidambaram Stadium,Chennai,2,3,3,field,win,2,,,6
2016-04-09,Wankhede Stadium,Mumbai,1,12,1,bat,win,12,,,16
2017-04-13,Eden Gardens,Kolkata,,13,,field,win,,,,88
2013-05-07,Wankhede Stadium,Mumbai,1,,1,bat,win,1,,,
2019-04-19,Eden Gardens,Kolkata,17,,,field,win,17,,,223
2019-04-28,Arun Jaitley Stadium,Delhi,3,17,3,bat,win,3,,,162
2013-05-05,Wankhede Stadium,Mumbai,1,2,1,bat,win,1,,,
2024-03-22,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,7,2,7,bat,win,2,,,14
2022-04-17,"Dr DY Patil Sports Academy, Mumbai",Mumbai,5,8,8,field,win,8,,,256
2017-05-14,Feroz Shah Kotla,Delhi,14,17,17,bat,win,17,,,173
2024-04-07,"Wankhede Stadium, Mumbai",Mumbai,1,3,3,field,win,1,,,152
2016-05-03,Saurashtra Cricket Association Stadium,Rajkot,11,14,14,field,win,14,,,27
2024-05-03,"Wankhede Stadium, Mumbai",Mumbai,,1,1,field,win,,,,87
2018-05-19,Rajiv Gandhi International Stadium,Hyderabad,8,,8,bat,win,,,,
2024-03-29,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,7,,,field,win,,,,88
2016-05-08,Eden Gardens,Kolkata,,11,11,field,win,11,,,
2014-05-30,Wankhede Stadium,Mumbai,2,13,2,field,win,13,,,
